filename	mark	label	off0	off1	span
PMC2773253	T1	Application_Mention	127	144	Biology Workbench
PMC2773253	T2	Application_Mention	166	170	PISE
PMC2773253	T3	Application_Mention	189	196	wEMBOSS
PMC2773253	T4	Application_Mention	224	230	Galaxy
PMC2773253	T5	Application_Mention	256	267	GenePattern
PMC2773253	T6	Application_Mention	290	297	MOWServ
PMC2773253	T7	Application_Mention	332	364	New Generation Biology Workbench
PMC2773253	T8	Application_Mention	389	399	BioManager
PMC2773253	T9	Application_Mention	431	441	BioExtract
PMC2773253	T10	Application_Mention	793	805	GBrowse MOBY
PMC2773253	T11	Application_Mention	828	835	Seahawk
PMC2773253	T12	Application_Mention	930	937	BioMOBY
PMC2773253	T13	Application_Mention	1095	1102	BioMOBY
PMC2773253	T14	Application_Mention	1148	1155	Taverna
PMC2773253	T15	Application_Mention	1177	1183	Kepler
PMC2773253	T16	Application_Mention	1211	1218	BioSide
PMC2773253	T17	Application_Mention	1526	1532	Remora
PMC2773253	T18	Application_Mention	1613	1617	PISE
PMC2773253	T19	Application_Mention	1619	1625	Galaxy
PMC2773253	T20	Application_Mention	1630	1640	BioExtract
PMC2773253	T21	Application_Mention	1846	1853	BioMOBY
PMC2773253	T22	Application_Mention	1858	1865	SoapLab
PMC2773253	T23	Application_Mention	1895	1902	SoapLab
PMC2773253	T24	Application_Mention	1989	1996	BioMOBY
PMC2773253	T25	Application_Mention	2224	2231	BioMOBY
PMC2773253	T26	Application_Mention	2250	2255	MoSeS
PMC2773253	T27	URL	2257	2340	http:// biomoby.open-bio.org/CVS_CONTENT/moby-live/Java/docs/ Moses-generators.html
PMC2773253	T28	Application_Mention	2351	2368	BioMOBY dashboard
PMC2773253	T29	URL	2370	2446	http:// biomoby.open-bio.org/CVS_CONTENT/moby-live/Java/docs/ Dashboard.html
PMC2773253	T30	Application_Mention	2595	2601	EMBOSS
PMC2773253	T31	Application_Mention	2623	2630	BioMOBY
PMC2773253	T32	Application_Mention	2662	2668	Mobyle
PMC2773253	T33	Application_Mention	3150	3156	Mobyle
PMC2773253	T34	Application_Mention	3512	3516	PISE
PMC2773253	T35	Application_Mention	3580	3586	Mobyle
PMC2773253	T36	Application_Mention	3783	3789	Mobyle
PMC2773253	T37	Application_Mention	3872	3902	PlayMOBY Mobyle companion tool
PMC2773253	T38	Application_Mention	3939	3946	BioMOBY
PMC2773253	T39	Application_Mention	4052	4058	Mobyle
PMC2773253	T40	Application_Mention	4390	4396	Mobyle
PMC2773253	T41	Application_Mention	4574	4578	PISE
PMC2773253	T42	Application_Mention	4939	4943	PISE
PMC2773253	T43	Application_Mention	5136	5142	Mobyle
PMC2773253	T44	Application_Mention	5325	5329	PISE
PMC2773253	T45	Application_Mention	5562	5569	BioMoby
PMC2773253	T46	Application_Mention	5635	5642	BioMoby
PMC2773253	T47	Application_Mention	5708	5715	BioMoby
PMC2773253	T48	Application_Mention	5729	5737	PlayMOBY
PMC2773253	T49	Application_Mention	5813	5819	Mobyle
PMC2773253	T50	URL	5870	5927	http:// bioweb2.pasteur.fr/projects/mobyle/downloads.html
PMC2773253	T51	Application_Mention	5971	5977	Mobyle
PMC2773253	T52	Application_Mention	6070	6076	Mobyle
PMC2773253	T53	Application_Mention	6126	6132	Mobyle
PMC2773253	T54	Application_Mention	6296	6303	BioMOBY
PMC2773253	T55	Application_Mention	6522	6528	Mobyle
PMC2773253	T56	Application_Mention	7018	7024	Mobyle
PMC2773253	T57	Application_Mention	7203	7209	Mobyle
PMC2773253	T58	Application_Mention	7485	7490	SWAMI
PMC2773253	T59	Application_Mention	7638	7645	BioMOBY
PMC2773253	T60	Application_Mention	7744	7750	Mobyle
PMC2773253	T61	Application_Mention	7945	7951	Mobyle
PMC2773253	T62	Application_Mention	8023	8051	clustalwmultialign interface
PMC2773253	T63	Application_Mention	8095	8101	Phylip
PMC2773253	T64	Application_Mention	8147	8153	Phylip
PMC2773253	T65	Application_Mention	8189	8195	squizz
PMC2773253	T66	Application_Mention	8873	8879	Mobyle
PMC2773253	T67	Application_Mention	8884	8891	BioMOBY
PMC2773253	T68	Application_Mention	8896	8902	Mobyle
PMC2773253	T69	Application_Mention	9026	9033	BioMOBY
PMC2773253	T70	Application_Mention	9198	9205	BioMOBY
PMC2773253	T71	Application_Mention	9342	9348	Mobyle
PMC2773253	T72	Application_Mention	9354	9360	Mobyle
PMC2773253	T73	Application_Mention	9528	9534	Mobyle
PMC2773253	T74	Application_Mention	9608	9614	Mobyle
PMC2773253	T75	Application_Mention	9732	9738	Mobyle
PMC2773253	T76	Application_Mention	9837	9844	BioMOBY
PMC2773253	T77	Application_Mention	9846	9852	Mobyle
PMC2773253	T78	Application_Mention	9971	9977	Mobyle
PMC2773253	T79	Application_Mention	10105	10111	Mobyle
PMC2773253	T80	Application_Mention	10727	10733	Mobyle
PMC2773253	T81	Application_Mention	10796	10802	Mobyle
PMC2773253	T82	Application_Mention	11136	11142	Mobyle
PMC2773253	T83	Application_Mention	11484	11492	clustalw
PMC2773253	T84	Application_Mention	11614	11620	Mobyle
PMC2773253	T85	Application_Mention	11741	11747	Mobyle
PMC2773253	T86	Application_Mention	11821	11829	PlayMOBY
PMC2773253	T87	Application_Mention	11845	11851	Mobyle
PMC2773253	T88	Application_Mention	11893	11900	BioMOBY
PMC2773253	T89	Application_Mention	11931	11937	Mobyle
PMC2773253	T90	Application_Mention	12048	12054	Mobyle
PMC2773253	T91	Application_Mention	12097	12105	PlayMOBY
PMC2773253	T92	Application_Mention	12151	12158	BioMOBY
PMC2773253	T93	Application_Mention	12187	12195	PlayMOBY
PMC2773253	T94	Application_Mention	12257	12263	Mobyle
PMC2773253	T95	Application_Mention	12316	12324	PlayMOBY
PMC2773253	T96	Application_Mention	12361	12368	BioMOBY
PMC2773253	T97	Application_Mention	12392	12400	PlayMOBY
PMC2773253	T98	Application_Mention	12423	12430	BioMOBY
PMC2773253	T99	Application_Mention	12676	12684	PlayMOBY
PMC2773253	T100	Application_Mention	12758	12764	Mobyle
PMC2773253	T101	Application_Mention	12768	12776	PlayMOBY
PMC2773253	T102	Application_Mention	13268	13276	PlayMOBY
PMC2773253	T103	Application_Mention	13608	13616	PlayMOBY
PMC2773253	T104	Application_Mention	13657	13663	Mobyle
PMC2773253	T105	Application_Mention	13903	13909	Mobyle
PMC2773253	T106	Application_Mention	14410	14416	Mobyle
PMC2773253	T107	Application_Mention	14478	14482	PISE
PMC2773253	T108	Application_Mention	14749	14756	Taverna
PMC2773253	T109	Application_Mention	14758	14764	Kepler
PMC2773253	T110	Application_Mention	14928	14934	Mobyle
PMC2773253	T111	Application_Mention	15141	15147	Mobyle
PMC2773253	T112	Application_Mention	15557	15564	BioMOBY
PMC2773253	T113	Application_Mention	15633	15641	PlayMOBY
PMC2773253	T114	Application_Mention	15696	15703	BioMOBY
PMC2773253	T115	Application_Mention	15809	15815	Mobyle
PMC2773253	T116	Application_Mention	15820	15827	BioMOBY
PMC2773253	T117	Application_Mention	16003	16009	Mobyle
PMC2773253	T118	Application_Mention	16164	16170	Mobyle
PMC2773253	T119	Application_Mention	16200	16206	Mobyle
PMC2773253	T120	Application_Mention	16383	16389	Mobyle
PMC2773253	T121	Application_Mention	16491	16498	Taverna
PMC2773253	T122	Application_Mention	16530	16536	Kepler
PMC2773253	T123	Application_Mention	16847	16853	Mobyle
PMC2773253	T124	Application_Mention	17381	17389	PlayMOBY
PMC2773253	T125	Application_Mention	17441	17448	BioMOBY
PMC2773253	T126	Application_Mention	17468	17474	Mobyle
PMC2773253	T127	Application_Mention	17603	17610	SoapLab
PMC2773253	T128	Application_Mention	17688	17694	Mobyle
PMC2773253	T129	Application_Mention	17943	17949	Mobyle
PMC2773253	T130	Application_Mention	18377	18383	Mobyle
PMC3464772	T1	Application_Mention	1306	1323	Phoenix WinNonLin
PMC3464772	T2	Version	1324	1327	6.1
PMC3464772	T3	Developer	1329	1338	Pharsight
PMC3386209	T1	Application_Mention	253	267	Image-Pro Plus
PMC3386209	T2	Version	276	279	7.0
PMC3386209	T3	Developer	281	298	Media Cybernetics
PMC3386209	T4	Application_Mention	1761	1770	MetaMorph
PMC3386209	T5	Version	1780	1783	7.7
PMC3386209	T6	Developer	1785	1802	Molecular Devices
PMC3386209	T7	Application_Mention	2195	2206	Meta- Morph
PMC3386209	T8	Version	2216	2219	7.7
PMC3386209	T9	Application_Mention	2224	2230	ImageJ
PMC3386209	T10	Version	2232	2237	1.45b
PMC3386209	T11	Developer	2239	2268	National Institutes of Health
PMC3386209	T12	Application_Mention	3110	3119	MetaMorph
PMC4388951	T1	Application_Mention	367	379	Nutritionist
PMC4388951	T2	Version	380	382	IV
PMC4388951	T3	Developer	393	407	First Databank
PMC4388951	T4	Application_Mention	601	605	SPSS
PMC4388951	T5	Version	632	636	11.5
PMC4388951	T6	Developer	637	645	SPSS Inc
PMC4425235	T1	Application_Mention	1191	1196	STATA
PMC4425235	T2	Version	1197	1199	12
PMC4425235	T3	Developer	1201	1210	StataCorp
PMC3927753	T1	Application_Mention	562	585	Universal Analysis 2000
PMC3927753	T2	Version	595	598	4.5
PMC3927753	T3	Application_Mention	864	871	PeakFit
PMC3927753	T4	Version	881	885	4.12
PMC3927753	T5	Developer	887	902	Systat Software
PMC4733777	T1	Application_Mention	348	357	Qangio XA
PMC4733777	T2	Version	367	370	7.3
PMC4733777	T3	Developer	372	377	Medis
PMC4733777	T4	Application_Mention	818	827	Qangio XA
PMC4733777	T5	Application_Mention	1909	1912	SAS
PMC4733777	T6	Version	1913	1916	9.4
PMC4733777	T7	Developer	1925	1938	SAS Institute
PMC5121256	T1	Application_Mention	29	33	SPSS
PMC5121256	T2	Version	52	56	15.0
PMC5121256	T3	Developer	58	66	SPSS Inc
PMC4631805	T1	Application_Mention	210	215	Prism
PMC4631805	T2	Version	233	237	6.01
PMC4631805	T3	Developer	239	261	GraphPad Software, Inc
PMC4631805	T4	Application_Mention	797	804	BigNPAG
PMC4631805	T5	Application_Mention	1067	1074	BigNPAG
PMC5415459	T1	Application_Mention	360	364	SPSS
PMC5415459	T2	Version	373	375	20
PMC5415459	T3	Developer	377	385	IBM Corp
PMC4894081	T1	Application_Mention	38	45	G power
PMC4894081	T2	Version	46	49	3.1
PMC4894081	T3	Application_Mention	604	608	SPSS
PMC4894081	T4	Version	639	641	20
