tokens,labels
"['Participants', 'performed', 'a', 'basic-level', 'naming', 'task', '(e.g.,', '""tiger"")', 'with', '302', 'objects', 'from', '11', 'categories', '(animals,', 'buildings,', 'clothing,', 'food,', 'furniture,', 'household', 'items,', 'musical', 'instruments,', 'plant', 'life,', 'tools,', 'vehicles,', 'weapons)', 'that', 'represented', 'concepts', 'from', 'an', 'anglicized', 'version', 'of', 'a', 'large', 'property', 'generation', 'study', '(McRae', 'et', 'al.', '2005;', 'Taylor', 'et', 'al.', '2012).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'objects', 'were', 'presented', 'in', 'color', 'as', 'single', 'objects', 'on', 'a', 'white', 'background.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Each', 'trial', 'began', 'with', 'a', 'black', 'fixation', 'cross', 'on', 'a', 'white', 'background', 'for', '500', 'ms', 'before', 'the', 'object', 'was', 'shown', 'for', '500', 'ms,', 'and', 'followed', 'by', 'a', 'blank', 'screen', 'lasting', 'between', '2400', 'and', '2700', 'ms.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'order', 'of', 'stimuli', 'was', 'pseudo-randomized', 'such', 'that', 'consecutive', 'stimuli', 'were', 'not', 'phonologically', 'related', '(i.e.,', 'shared', 'an', 'initial', 'phoneme)', 'and', 'no', 'more', 'than', '4', 'living', 'or', 'nonliving', 'items', 'could', 'occur', 'in', 'a', 'row.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'stimuli', 'were', 'presented', 'in', '3', 'blocks.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Stimuli', 'were', 'presented', 'using', 'Eprime', '(version', '2;', 'Psychology', 'Software', 'Tools,', 'Pittsburgh,', 'PA,', 'USA)', 'and', 'object', 'naming', 'accuracy', 'was', 'recorded', 'by', 'the', 'experimenter', 'during', 'data', 'acquisition.']","['O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'input', 'to', 'the', 'HMax', 'model', 'were', 'gray-scale', 'versions', 'of', 'the', 'images', 'seen', 'during', 'the', 'MEG', 'recording', 'that', 'were', 'resized', 'to', '92', '×', '92', 'pixels.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Responses', 'from', 'different', 'layers', 'of', 'the', 'HMax', 'model,', 'the', 'C1', 'and', 'C2', 'responses,', 'were', 'extracted', 'using', 'the', 'settings', 'described', 'by', 'Serre', 'et', 'al.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(2005)', 'and', 'precomputed', 'S2', 'features', 'from', 'natural', 'image', 'fragments', '(downloaded', 'http://cbcl.mit.edu/software-datasets/standardmodel).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'each', 'object,', 'the', 'responses', 'at', 'the', '2', 'layers', 'were', 'extracted', 'separately,', 'and', 'C1', 'and', 'C2', 'matrices', 'were', 'constructed', 'containing', 'responses', 'for', 'all', '302', 'objects', '(C1', 'matrix', 'dimensions', '302', '×', '28608,', 'C2', 'matrix', 'dimensions', '302', '×', '2000).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
