tokens,labels
"['For', 'the', 'total', 'protein', 'extract', 'preparation,', 'tissue', 'samples', 'or', 'cell', 'pellets', 'were', 'homogenized', 'in', 'ice-cold', 'buffer', '(H-buffer)', 'containing', '20', 'mM', 'Tris', '(pH', '7.5),', '2', 'mM', 'EDTA,', '2', 'mM', 'EGTA,', '250', 'mM', 'sucrose,', '5', 'mM', 'dithiothreitol,', 'leupeptin', 'at', '200', 'mg/ml,', 'Aprotinin', 'at', '10', 'mg/ml,', '1', 'mM', 'phenylmethylsulfonyl', 'fluoride,', 'and', '0.1%', 'Triton', 'X-100', '(all', 'from', 'Sigma-Aldrich,', 'St.', 'Louis,', 'MO),', 'as', 'previously', 'described', '(Zappelli', 'et', 'al.,', '1996).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'obtained', 'homogenate', 'was', 'disrupted', 'by', 'sonication,', 'incubated', 'for', '30', 'min', 'on', 'ice', 'with', 'repeated', 'vortexing,', 'and', 'then', 'centrifuged', 'at', '15,000', '×', 'g', 'for', '15', 'min.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'pellet', 'was', 'discarded,', 'and', 'the', 'supernatant', 'was', 'used', 'for', 'Western', 'blot', 'analysis.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'the', 'preparation', 'of', 'subcellular', 'protein', 'fractions,', 'the', 'cell', 'pellet', 'was', 'homogenized', 'in', 'H-buffer', 'lacking', 'Triton', 'X-100,', 'and', 'incubated', '30', 'min', 'on', 'ice.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Samples', 'were', 'then', 'spun', 'at', '100,000', '×', 'g', 'for', '30', 'min', 'at', '4°C.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'supernatant', 'was', 'saved', 'as', 'cytosolic', 'fraction,', 'and', 'the', 'remaining', 'pellet', 'was', 'suspended', 'in', 'H-buffer', 'containing', '0.1%', 'Triton', 'X-100,', 'and', 'incubated', 'for', '30', 'min', 'on', 'ice.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At', 'the', 'end,', 'the', 'samples', 'were', 'spun', 'at', '100,000', '×', 'g', 'for', '30', 'min', 'at', '4°C,', 'and', 'the', 'remaining', 'supernatant', 'was', 'saved', 'as', 'the', 'particulate', 'fraction.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['An', 'equal', 'amount', 'of', 'protein', 'from', 'each', 'sample', 'was', 'loaded', 'onto', '10%', 'SDS-polyacrylamide', 'gels', 'and', 'transferred', 'to', 'a', 'nitrocellulose', 'membrane', '(Schleicher', '&', 'Schuell,', 'Dassel,', 'Germany).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'membranes', 'were', 'then', 'incubated', 'with', 'the', 'appropriate', 'primary', 'antibodies.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Alkaline', 'phosphatase', '(ALP)-conjugated', 'goat', 'anti-mouse', 'IgG', '(Roche', 'Applied', 'Science)', 'or', 'ALP-conjugated', 'goat', 'anti-rabbit', 'IgG', '(Zymed', 'Laboratories,', 'South', 'San', 'Francisco,', 'CA)', 'were', 'used', 'as', 'secondary', 'antibodies,', 'and', 'immunoreactive', 'bands', 'were', 'detected', 'using', 'CDP-STAR', 'solution', '(Roche', 'Applied', 'Science),', 'according', 'to', 'the', ""manufacturer's"", 'instructions.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
