tokens,labels
"[';ninaEatg1', '(D)', 'are', 'shown.']","['O', 'O', 'O', 'O']"
"['10dold', 'flies', 'under', 'light/dark', 'cycle', 'were', 'used.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(E', 'and', 'F)']","['O', 'O', 'O']"
"['Stable', 'rhodopsin-arrestin', 'complexes', 'in', 'norpA', 'P24', 'flies', 'were', 'reduced', 'by', 'overexpression', 'of', 'either', 'TSC1/2', 'or', 'Atg1.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(E)', 'Western', 'blot', 'of', 'fractions', 'from', 'fly', 'heads', 'exposed', 'to', 'light', 'for', '1', 'h.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pellet', '(P)', 'and', 'supernatant', '(S)', 'fractions', 'are', 'indicated.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Darkreared', 'flies', '<2', 'd', 'old', 'were', 'used.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(F)', 'Histogram', 'quantifying', 'the', 'percent', 'of', 'Arr2', 'bound', 'to', 'rhodopsin', 'after', 'treatment', 'with', '1', 'h', 'of', 'light.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'asterisk', 'indicates', 'a', 'statistically', 'significant', 'difference', 'relative', 'to', 'wild', 'type', ""(Student's"", 'unpaired', 't', 'test;', '*,', 'P', '<', '0.05).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(A', 'and', 'F)']","['O', 'O', 'O']"
"['Error', 'bars', 'indicate', 'SD.']","['O', 'O', 'O', 'O']"
"['Bar,', '2', 'µm.']","['O', 'O', 'O']"
"['4°C', 'and', 'in', 'a', 'solution', 'with', '1%', 'osmium', 'tetroxide', 'and', '0.1', 'M', 'phosphate,', 'pH', '7.4,', 'for', '2', 'h', 'at', '4°C.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'tissues', 'were', 'then', 'dehydrated', 'in', 'a', 'series', 'of', 'ethanol', 'solutions', '(10min', 'washes', 'in', '10,', '25,', '50,', '75,', 'and', '100%', 'ethanol)', 'and', 'em', 'bedded', 'in', 'LR', 'white', 'resin.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
