tokens,labels
"['Mice', 'were', 'anesthetized', 'with', 'isoflurane.']","['O', 'O', 'O', 'O', 'O']"
"['Hearts', '(n', '¼', '2/group)', 'were', 'stopped', 'with', 'KCl,', 'fixed', 'in', 'Zinc', 'Fixative', 'then', 'embedded', 'in', 'paraffin.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Next,', 'they', 'were', 'cut', 'cross-sectionally,', 'stained', 'in', 'Hematoxylin', 'and', 'eosin', 'or', 'picosirus', 'red', '(collagen),', 'then', 'viewed', 'under', 'polarized', 'light.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Livers', 'from', 'these', 'animals', 'were', 'fixed,', 'embedded', 'and', 'stained', 'in', 'a', 'similar', 'fashion,', 'with', 'the', 'exception', 'that', 'oil', 'red', 'O', 'was', 'used', 'for', 'liver', 'triglycerides.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Images', 'of', 'each', 'heart', 'were', 'captured', 'at', '20X.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cardiomyocyte', 'diameter', 'of', '8e10', 'myocytes', 'from', '5', 'captured', 'images', 'per', 'animal', 'was', 'analyzed', 'using', 'Image', 'J', '(http://imagej.nih.gov/ij/)', 'by', 'an', 'individual', 'blinded', 'to', 'the', 'treatment', 'group.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'technique', 'applied', 'has', 'been', 'modified', 'from', 'methods', 'previously', 'described', '[96,97].']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Briefly,', 'w100', 'mg', 'of', 'cardiac', 'tissue', 'was', 'excised', 'and', 'added', 'to', 'a', 'petri', 'dish', 'with', 'ice.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'tissue', 'was', 'minced', 'for', '4e5', 'min,', 'until', 'it', 'could', 'pass', 'through', 'a', 'pipette,', 'and', 'subjected', 'to', 'a', 'brief', '(2', 'min)', 'trypsin', 'incubation.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'mixture', 'was', 'transferred', 'to', 'a', '50', 'mL', 'conical', 'tube', 'and', 'allowed', 'to', 'settle.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'supernatant', 'was', 'removed', 'and', 'discarded.']","['O', 'O', 'O', 'O', 'O', 'O']"
