tokens,labels
"['Cell', 'proliferation', 'was', 'examined', 'by', '3-(4,5-Dimethylthiazol-2-yl)-2,5-diphenyltetrazolium', 'bromide', '(MTT)', 'assays.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Briefly,', 'the', 'cell', 'lines', 'were', 'plated', 'in', '96-well', 'plates', '(3,000', 'per', 'well),', 'and', 'allowed', 'to', 'grow', 'for', '24,', '48,', 'and', '72', 'hours,', 'then', 'assessed', 'by', 'a', 'colorimetric', 'assay', 'using', 'MTT', 'solution', '(10', 'mg/mL)', 'at', '570', 'nm.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cell', 'invasion', 'ability', 'assay', 'was', 'performed', 'using', 'transwell', 'invasion', 'chambers', 'coated', 'with', 'matrigel', '(BD', 'Biosciences,', 'San', 'Jose,', 'CA,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cells', 'were', 'suspended', 'in', 'FBS-free', 'medium', 'and', 'added', 'to', 'the', 'upper', 'chamber,', 'while', 'the', 'medium', 'containing', '10%', 'FBS', 'was', 'added', 'to', 'the', 'lower', 'chamber.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['After', '24', 'hours', 'of', 'incubation,', 'the', 'cells', 'remaining', 'on', 'the', 'upper', 'membrane', 'were', 'removed', 'with', 'cotton', 'wool,', 'whereas', 'the', 'cells', 'that', 'had', 'invaded', 'through', 'the', 'membrane', 'were', 'stained', 'with', 'methanol', 'and', '0.1%', 'crystal', 'violet,', 'imaged,', 'and', 'counted', 'using', 'an', 'inverted', 'microscope', '(Olympus,', 'Tokyo,', 'Japan).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cell', 'migration', 'ability', 'was', 'assessed', 'by', 'performing', 'wound', 'healing', 'assays.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cells', 'were', 'cultured', 'to', '100%', 'confluence,', 'and', 'wounds', 'were', 'generated', 'using', 'pipette', 'tips.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cells', 'were', 'then', 'cultured', 'for', '24', 'or', '48', 'hours', 'and', 'the', 'wound', 'closure', 'was', 'assessed', 'by', 'Scion', 'Image', 'Software', '(Scion', 'Image']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'I-Application_Mention', 'O', 'O']"
"['Beta', '4.03;', 'Scion', 'Corporation,', 'Frederick,', 'MD,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'statistical', 'analyses', 'were', 'performed', 'using', 'the', 'SPSS', '19.0', 'software', '(SPSS', 'Inc.,', 'Chicago,', 'IL,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
