tokens,labels
"['The', 'mice', 'were', 'treated', 'with', 'vp-genkwa', 'before', 'and', 'after', 'HSV-1', 'infection,', 'and', 'the', 'splenocytes', 'were', 'prepared', 'from', 'infected', 'mice', '3', 'days', 'post-infection', '(dpi).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['NK', 'cells', 'were', 'enumerated', 'by', 'FACS', 'staining', 'using', 'a', 'cocktail', 'of', 'CD3', '(145-2C11),', 'NK1.1', '(PK136),', 'and', 'NKp46', '(29A1.4.9)', 'antibodies', '(eBioscience,', 'San', 'Diego,', 'CA,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['To', 'determine', 'the', 'activity', 'of', 'NK', 'cells,', 'we', 'used', 'intracellular', 'staining', 'for', 'IFN-γ', 'and', 'granzyme', 'B', '(GrB)', 'in', 'response', 'to', 'stimulation', 'of', 'PMA', '(750', 'ng/ml;', 'Sigma-Aldrich,', 'St.', 'Louis,', 'MO,', 'USA)', 'plus', 'ionomycin', '(50', 'ng/ml;', 'Sigma-Aldrich).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Briefly,', 'prepared', 'splenocytes', 'were', 'cultured', 'with', 'PMA', 'and', 'ionomycin', 'in', 'the', 'presence', 'of', 'monensin', '(2', 'μM;', 'Sigma-Aldrich)', 'for', '2', 'h', 'for', 'IFN-γ', 'and', '4', 'h', 'for', 'GrB.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cells', 'were', 'harvested', 'and', 'labeled', 'with', 'CD3,', 'NK1.1,', 'and', 'NKp46', 'antibodies,', 'and', 'subsequently', 'stained', 'with', 'intracellular', 'IFN-γ', 'and', 'GrB', 'after', 'fixation', 'and', 'permeabilization.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'samples', 'were', 'acquired', 'on', 'FACS', 'Calibur', '(BD', 'Bioscience,', 'Mountain', 'View,', 'CA,', 'USA),', 'and', 'analyzed', 'by', 'FlowJo', 'software', '(ver.', '7.6.5;', 'Tree', 'Star,', 'San', 'Carlos,', 'CA,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Forward', 'scatter', 'and', 'side', 'scatter', 'were', 'used', 'to', 'identify', 'lymphocytes,', 'which', 'were', 'further', 'used', 'to', 'define', 'NK', 'cell', 'and', 'intracellular', 'expression', 'of', 'IFN-γ', 'and', 'GrB.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'data', 'were', 'expressed', 'as', 'the', 'average±standard', 'deviation,', 'and', 'statistically', 'significant', 'differences', 'between', 'groups', 'were', 'analyzed', 'by', 'unpaired', 'two-tailed', ""Student's"", 't-test.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['KaplanMeier', 'survival', 'curves', 'were', 'analyzed', 'by', 'the', 'log-rank', 'test.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'p-value≤0.05', 'was', 'considered', 'significant.']","['O', 'O', 'O', 'O', 'O']"
"['All', 'data', 'were', 'analyzed', 'using', 'Prism', 'software', '(GraphPadPrism', '4,', 'San', 'Diego,', 'CA,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
