tokens,labels
"['The', 'obtained', 'viral', 'genomic', 'DNA', 'was', 'amplified', 'using', 'a', 'GenomePhi', 'kit', '(GE', 'Healthcare)', 'and', 'used', 'to', 'make', 'barcoded', '(10', 'bp)', 'fragment', 'libraries', 'for', '454', 'sequencing', 'on', 'a', 'Genome', 'Sequencer', 'FLX', 'Titanium', '(Roche/454', 'Life', 'Science).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'reads', 'were', 'assembled', 'using', 'the', 'gsAssembler', '(Roche/454', 'Life', 'Science).']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O']"
"['The', 'coverage', 'of', 'the', 'different', 'genomes', 'was', '17Â', 'for', 'HRPV-2,', '14Â', 'for', 'HRPV-3,', '300Â', 'for', 'HRPV-6', 'and', '300Â', 'for', 'HGPV-1.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'obtained', 'assembly', 'was', 'verified', 'with', 'PCR', 'products', 'that', 'for', 'HRPV-2,', 'HRPV-3', 'and', 'HGPV-1', 'covered', 'the', 'whole', 'genome.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'final', 'genome', 'sequences', 'were', 'obtained', 'by', 'sequencing', 'these', 'PCR', 'products.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'HRPV-6,', 'several', 'Sanger', 'sequencing', 'runs', 'confirmed', 'the', 'initial', 'assembly.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'primers', 'used', 'for', 'PCR', 'and', 'sequencing', 'are', 'listed', 'in', 'Supplementary', 'Table', 'S2.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'the', 'verification', 'of', 'the', 'discontinuous', 'regions,', 'genomic', 'DNA', 'was', 'used', 'in', 'sequencing', 'reactions', 'with', 'primers,', 'which', 'are', 'also', 'listed', 'in', 'Supplementary', 'Table', 'S2.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'sequencing', 'reactions', 'were', 'carried', 'out', 'by', 'using', 'BigDye', 'Termination', 'Chemistry', 'v.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['3.1', 'and', 'analysed', 'on', 'an', 'ABI', '3130', '(Applied', 'Biosystems).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sequencing', 'reactions', 'were', 'purified', 'with', 'CleanSeq', '(Agencourt)', 'using', 'a', 'Beckman', 'NX', 'p', 'robot', '(Beckman', 'Coulter).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sequences', 'were', 'assembled', 'and', 'edited', 'using', 'GAP4.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sequences', 'were', 'submitted', 'to', 'GenBank', 'and', 'can', 'be', 'found', 'under', 'the', 'accession', 'numbers', 'JN882264', '(HRPV-2),', 'JN882265', '(HRPV-3),', 'JN882266', '(HRPV-6)', 'and', 'JN882267', '(HGPV-1).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'genome', 'sequences', 'were', 'annotated', 'using', 'DNAMaster', '(http://cobamide2.bio.pitt.edu,', 'version', '5.22.2),', 'pDRAW32', 'and', 'GeneMark.hmm', 'for', 'Prokaryotes', '(version', '2.8).']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'B-Application_Mention', 'I-Application_Mention', 'I-Application_Mention', 'O', 'O']"
"['Homologous', 'nucleotide', 'and', 'protein', 'sequences', 'were', 'searched', 'for', 'using', 'BLASTN', 'and', 'BLASTP', 'tools,', 'respectively,', '(28)', 'available', 'at', 'the', 'National', 'Center', 'for', 'Biotechnology', 'Information', '(NCBI).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Manually', 'refined', 'annotations', 'were', 'based', 'on', 'GeneMark.hmm', 'coding', 'potential', 'analysis,', 'the', 'obtained', 'protein', 'chemistry', 'data', 'and', 'colinearity', 'with', 'previously', 'annotated', 'pleomorphic', 'virus', 'genomes', '(6,20).']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'properties', 'of', 'identified', 'proteins', 'and', 'the', 'products', 'of', 'putative', 'ORFs', 'were', 'analysed', 'using', 'expert', 'protein', 'analysis', 'system', '(EXPASY)', 'proteomics', 'tools.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Isoelectric', 'points', 'and', 'molecular', 'masses', 'were', 'determined', 'using', 'Compute', 'pI/MW', 'tool', '(29).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O', 'O']"
"['The', 'signal', 'sequences', 'for', 'VP4-like', 'proteins', 'were', 'predicted', 'using', 'Signal', 'P', '(version3.0)', '(30)', 'and', 'TatFind', 'Servers', '(31).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O']"
"['Conserved', 'protein', 'signature', 'sequences', 'were', 'determined', 'using', 'InterProScan', '(32).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O']"
