tokens,labels
"['All', 'of', 'the', 'PCR', 'primers', 'used', 'in', 'this', 'study', 'were', 'designed', 'using', 'Primer-BLAST', '(http://blast.ncbi.nlm.nih.gov)', 'and', 'are', 'shown', 'in', 'Table', '1.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'first-round', 'multiplex', 'PCR', 'amplification', 'was', 'performed', 'in', 'a', '70-ml', 'volume', 'containing', '5', 'ml', 'of', 'template', 'DNA,', '10', 'mM', 'Tris-HCl', '(pH', '8.3),', '2', 'mM', 'MgCl2,', '200', 'mM', 'each', 'of', 'dATP,', 'dCTP,', 'dGTP,', 'and', 'dTTP,', '0.7-1', 'mM', 'of', 'each', 'primer', '(0.7', 'mM', 'for', 'microsporidia', 'and', '1', 'mM', 'for', 'Cyclospora', 'and', 'Cryptosporidium),', 'and', '5', 'U', 'Taq', 'DNA', 'polymerase', '(Promega).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'second-round', 'multiplex', 'PCR', 'amplification', 'was', 'performed', 'under', 'the', 'same', 'conditions,', 'except', '2', 'ml', 'of', 'template', 'DNA', '(product', 'of', 'the', 'firstround', 'PCR)', 'was', 'used', 'in', 'a', '30-ml', 'final', 'volume.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Both', 'amplifications', 'were', 'performed', 'using', 'a', 'C-1000', 'DNA', 'thermal', 'cycler', '(BioRad,', 'Hercules,', 'California,', 'USA)', 'with', 'initial', 'denaturation', 'at', '94', '℃', 'for', '5', 'min,', 'followed', 'by', '35', 'cycles', 'at', '94℃', 'for', '30', 'sec,', '53℃', 'for', '30', 'sec,', 'and', '72℃', 'for', '90', 'sec', 'and', 'a', 'final', 'extension', 'at', '72℃', 'for', '10', 'min.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'second-round', 'PCR', 'cycling', 'conditions', 'were', 'identical', 'to', 'the', 'first-round', 'PCR', 'except', 'for', 'the', 'annealing', 'temperature', '(55℃).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Amplified', 'DNA', 'was', 'analyzed', 'by', 'electrophoresis', 'in', 'a', '2%', '(w/v)', 'agarose', 'gel', 'stained', 'with', 'ethidium', 'bromide', '(0.5', 'mg/ml)', 'and', 'visualized', 'under', 'ImageQuant300', '(GE', 'Healthcare,', 'Giles,', 'UK).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O']"
"['From', 'the', 'first-round', 'PCR', 'amplification,', 'we', 'obtained', 'the', 'following', 'products', 'with', 'the', 'predicted', 'sizes:', '644-657', 'bp,', '636', 'bp,', 'and', '415-427', 'bp', 'for', 'microsporidia,', 'C.', 'cayetanensis,', 'and', 'Cryptosporidium,', 'respectively', '(data', 'not', 'shown).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['From', 'the', 'secondround', 'PCR,', 'the', 'following', 'predicted', 'PCR', 'products', 'were', 'amplified:', '410-420', 'bp,', '294', 'bp,', 'and', '171-183', 'bp', 'for', 'microsporidia,C.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['cayetanensis,', 'and', 'Cryptosporidium,', 'respectively', '(Fig.', '1).']","['O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lower', 'detection', 'limit', 'of', 'nested', 'PCR', 'amplification', 'that', 'was', 'performed', 'with', 'template', 'DNA', 'from', 'each', 'individual', 'protozoa', 'was', '10', '2', 'spores', 'for', 'microsporidia,', '10', '0', 'oocysts', 'for', 'Cyclospora,', 'and', '10', '1', 'oocysts', 'for', 'Cryptosporidium', '(Fig.', '1).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lower', 'detection', 'limit', 'of', 'multiplex', 'PCR', 'amplification', 'that', 'was', 'performed', 'with', 'mixed', 'DNA', 'from', 'each', 'protozoan', 'was', '10', '2', 'for', 'microsporidia', 'and', 'Cyclospora', 'and', '10', '1', 'for', 'Cryptosporidium', '(Fig.', '2).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'primers', 'for', 'microsporidia', 'and', 'Cryptosporidium', 'used', 'in', 'the', 'present', 'study', 'are', 'capable', 'of', 'detecting', 'both', 'E.', 'bieneusi', 'and', 'E.', 'intestinalis,', 'and', 'C.', 'parvum', 'and', 'C.', 'hominis,', 'respectively.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Restriction', 'enzyme', 'digestion', 'of', 'the', 'resulting', 'nested', 'PCR', 'products', 'can', 'distinguish', 'the', '2', 'kinds', 'of', 'microsporidia', 'and', 'Cryptosporidium', 'spp.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Restriction', 'enzyme', 'digestion', 'with', 'BsaBI', 'showed', '2', 'fragmented', 'bands', 'of', '167', 'and', '253', 'bp', 'in', 'E.', 'intestinalis', '(Fig.', '3A),', 'and', 'with', 'BsiEI', 'showed', 'no', 'fragmented', 'bands', 'in', 'C.', 'parvum', '(Fig.', '3B).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
