tokens,labels
"['supplemental', 'methods', 'in', 'the', 'online', 'appendix', 'available', 'at', 'http://dx.doi.org/', '10.2337/db07-1751).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Whole-blood', 'and', 'plasma', 'measurements.']","['O', 'O', 'O', 'O']"
"['Total', 'white', 'blood', 'cell', 'number', 'and', 'differential', 'counts', 'were', 'assessed', 'by', 'standard', 'techniques', '(ACP', 'Diagnostic', 'Lab,', 'University', 'of', 'California,', 'San', 'Diego).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'measured', 'plasma', 'insulin', 'by', 'radioimmunoassay', '(Linco', 'Research)', 'and', 'determined', 'free', 'fatty', 'acids', 'by', 'colorimetric', 'assay', '(Wako).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Plasma', 'cytokines', 'were', 'measured', 'by', 'the', 'core', 'laboratories', 'of', 'the', 'Diabetes', 'and', 'Endocrinology', 'Research', 'Consortium', '(University', 'of', 'California,', 'Los', 'Angeles;', 'LINCOplex', 'assay', 'for', 'Mouse', 'Cytokines,', 'http://www.derc.med.ucla.edu/core.htm).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Plasma', 'cholesterol', 'and', 'triglyceride', 'levels', 'were', 'measured', 'by', 'enzymatic', 'methods', 'using', 'an', 'automated', 'bichromatic', 'analyzer', '(Abbot', 'Diagnostics).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'of', 'these', 'measurements', 'were', 'performed', 'on', '11', 'wild-type', 'and', '9', '␣4(Y991A)', 'mice', 'for', 'high-fat', 'diet', 'and', '6', 'wild-type', 'and', '5', '␣4(Y991A)', 'mice', 'for', 'chow', 'diet', '(Table', '1).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Histochemistry.'],['O']
"['Adipose', 'tissue', 'was', 'fixed', 'overnight', 'in', '10%', 'formaldehyde,', 'dehydrated', 'in', 'ethanol', 'bath,', 'and', 'paraffin-embedded.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sections', 'were', 'stained', 'with', 'hematoxylin-eosin', '(H-E)', 'for', 'observation', 'of', 'adipose', 'tissue', 'structure.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pancreas', 'isolation', 'and', 'determination', 'of', 'islet', 'area.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pancreata', 'were', 'isolated', 'and', 'fixed', 'in', '4%', 'formalin', 'overnight.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Paraffin', 'sections', 'were', 'generated', 'and', 'stained', 'with', 'H-E.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
