tokens,labels
"['For', 'cryoEM,', 'aliquots', 'of', 'IC', 'and', 'EC', 'were', 'applied', 'onto', 'glow-discharged,', 'holey', 'carbon', 'grids', '(carbon-coated', 'Quantifoil', 'R', '1.2/', 'R1.3', '300', 'mesh', 'grids)', 'containing', 'an', 'additional', 'continuous', 'thin', 'layer', 'of', 'carbon,', 'and', 'plunged', 'into', 'liquid', 'ethane.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Images', 'were', 'acquired', 'under', 'minimal', 'dose', 'conditions', 'with', 'a', 'Tecnai', 'F20', 'transmission', 'electron', 'microscope', 'at', '200', 'kV.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'images', 'were', 'taken', 'at', 'magnification', 'of', '∼110', '000', 'using', 'a', '16', 'megapixel', '(Mpx)', 'FEI', 'Eagle', 'CCD', 'camera', 'with', 'a', 'step', 'size', 'of', '15', 'm,', 'thus', 'the', 'original', 'pixel', 'size', 'of', 'the', 'acquired', 'images', 'was', '1.37Å.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cryo-EM', 'micrographs', 'were', 'downsampled', 'by', 'a', 'factor', 'of', '2', 'or', '3', '(EC', 'and', 'IC,', 'respectively).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'contrast', 'transfer', 'function', 'of', 'the', 'each', 'acquired', 'image', 'was', 'estimated', 'using', 'CTFFIND', '3', 'program', '(16)', 'and', 'corrected', 'at', 'the', 'micrograph', 'level.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Individual', 'particles', 'were', 'selected', 'manually', 'and', 'extracted', 'using', 'XMIPP', 'software', '(17)', '(Supplementary', 'Figure', 'S', '(19))', 'were', 'carried', 'out', 'with', 'normalized', 'particles.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Homogeneous', 'populations', 'were', 'obtained', 'and', 'averaged', 'for', 'a', 'final', 'two-dimensional', '(2D)', 'characterization.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Several', 'starting', 'reference', 'models', 'and', 'initial', '3D', 'reconstruction', 'steps', 'based', 'on', 'iterative', 'angular', 'refinement', 'were', 'performed', 'using', 'the', 'EMAN', 'software', 'package', '(20).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O']"
"['In', 'general', 'the', 'initial', 'volumes', 'were', 'created', 'upon', 'the', 'class', 'averages', 'generated', 'in', 'the', 'previous', 'step,', 'using', 'a', 'common', 'lines', 'approach', 'or', 'by', 'using', 'artificial', 'noisy', 'models', 'and', 'Gaussian', 'blobs', 'with', 'the', 'rough', 'dimensions', 'of', 'the', 'protein', 'complexes.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'the', 'case', 'of', 'the', 'streptavidin', 'labeled', 'complexes', 'and', 'those', 'complexes', 'analyzed', 'by', 'cryo-EM,', 'the', 'previously', 'obtained', 'EM', 'maps', 'of', 'non-labeled', 'or', 'negatively-stained', 'complexes', 'were', 'filtered', 'to', '70Å,', 'and', 'used', 'as', 'the', 'initial', 'models.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
