tokens,labels
"['For', 'the', 'bioinformatics', 'analyses,', 'we', 'used', 'a', 'standardised', 'pipeline', 'including']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['(i)', 'quality', 'filtering,']","['O', 'O', 'O']"
"['(ii)', 'clustering', 'and']","['O', 'O', 'O']"
"['(iii)', 'taxonomy', 'annotation.']","['O', 'O', 'O']"
"['Low-quality', 'tails', 'were', 'removed', 'from', 'the', 'reads', 'and', 'trimmed', 'reads', 'with', 'an', 'average', 'Phred', 'quality', 'score', 'less', 'than', '25', 'were', 'discarded.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Additionally,', 'we', 'removed', 'all', 'reads', 'with', 'at', 'least', 'one', 'base', 'with', 'a', 'quality', 'of', 'less', 'than', '15', 'and', 'also', 'all', 'reads', 'that', 'contained', 'errors', 'in', 'the', 'primer', 'regions.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Multiplex', 'Identifiers', 'were', 'used', 'to', 'separate', 'the', 'different', 'samples.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Chimeras', 'were', 'removed', 'using', 'UCHIME', '(USEARCH', 'v.6)', '(Edgar', 'et', 'al.,', '2011).']","['O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Subsequently,', 'the', 'sequences', 'that', 'passed', 'the', 'quality', 'filtering', 'were', 'clustered', 'into', 'Operational', 'Taxonomic', 'Units', '(OTUs)', 'with', 'UCLUST', 'version', '6', '(Edgar,', '2010)', 'at', '97%', 'sequence', 'identity', 'for', 'further', 'analyses.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sequences', 'were', 'sorted', 'by', 'abundance', 'beforehand', 'clustering', 'and', 'clustering', 'was', 'performed', 'for', 'all', 'sequences', 'of', 'all', 'sampling', 'campaigns', 'at', 'a', 'time', '(that', 'is,', 'not', 'individually', 'by', 'campaigns).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'all', 'OTUs,', 'we', 'used', 'BLASTn', 'version', '2.2.25+', '(Altschul', 'et', 'al.,', '1990)', 'with', 'the', 'nucleotide', 'collection', 'database', 'nr/nt', 'and', 'the', 'NCBI', 'Taxonomy', 'Database', '(http://www.ncbi.nlm.nih.gov/', 'taxonomy;', 'RefSeq', 'Release', '57', '(14', 'January', '2013))', 'to', 'annotate', 'the', 'OTUs', 'with', 'taxonomic', 'information.']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'reasons', 'of', 'comparison,', 'we', 'also', 'processed', 'our', 'data', 'with', 'the', 'CANGS', 'pipeline', '(Pandey', 'et', 'al.,', '2010)', 'and', 'received', 'similar', 'results.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
