tokens,labels
"['Statistical', 'analyses', 'were', 'performed', 'using', 'SPSS', '17.0', 'for', 'Windows', '(SPSS', 'Inc,', 'Chicago,', 'IL,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'primary', 'analyses,.']","['O', 'O', 'O']"
"['Chi-square', 'test', 'was', 'used', 'for', 'comparing', 'the', 'differences', 'between', 'the', 'two', 'groups.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['P,0.05', 'was', 'considered', 'as', 'statistically', 'significant.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Bland-Altman', 'plots', 'were', 'used', 'to', 'evaluate', 'the', 'differences', 'of', 'ventilator', 'parameters', 'between', 'the', 'data', 'from', 'the', 'built-in', 'software', 'and', 'the', 'PowerLab', 'system.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'range', 'of', 'agreement', 'was', 'shown', 'with', '95%', 'limits', 'of', 'agreement', '(LoA)', 'that', 'stands', 'for', 'the', 'mean', 'difference', '±1.96', 'SD.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Narrower', '95%', 'LoA', 'indicated', 'better', 'agreement.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'is', 'the', 'first', 'randomized', 'controlled', 'trial', 'report', 'to', 'date', 'of', 'using', 'NIV', 'ventilator', 'equipped', 'with', 'built-in', 'software', 'to', 'monitor', 'the', 'ventilator', 'parameters', 'in', 'home', 'setting', 'in', 'stable', 'hypercapnic', 'COPD', 'patients.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'order', 'to', 'estimate', 'the', 'accuracy', 'of', 'built-in', 'software', 'in', 'ventilators,', 'data', 'downloaded', 'from', 'software', 'were', 'compared', 'using', 'the', 'PowerLab', 'system.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'finding', 'showed', 'that', 'the', 'estimation', 'of', 'leak', 'and', 'pressure', 'was', 'a', 'low', 'mean', 'bias', 'value', 'between', 'built-in', 'software', 'and', 'PowerLab', 'system.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Previous', 'study', 'showed', 'that', 'the', 'rate', 'of', 'abnormalities', 'was', '66%', 'and', 'leak', 'was', 'the', 'most', 'common', 'abnormality', '(34.2%)', 'followed', 'by', 'desaturation', 'dips', '(23.8%)', 'in', 'home', 'NPPV.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['19', 'In', 'addition,', 'studies', 'have', 'further', 'reported', 'that', 'leak', 'increases', 'ineffective', 'trigger,', 'patient-ventilator', 'asynchrony,', 'and', 'hypoventilation', 'in', 'patients.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['20-22', 'In', 'our', 'study,', 'the', 'mean', 'estimation', 'of', 'leak', 'was', '37.99', 'L/min', 'and', '87%', 'of', 'the', 'leaks', 'were', ',40', 'L/min,', 'which', 'was', 'greatly', 'lower', 'than', 'the', 'threshold', 'leak', 'influencing', 'the', 'effects', 'of', 'NPPV', 'as', 'reported', 'by', 'previous', 'study,', '23', 'which', 'could', 'ensure', 'the', 'appropriateness', 'of', 'NIV', 'use', 'and', 'reliability', 'of', 'the', 'results.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
