tokens,labels
"['Interventions', 'were', 'placed', 'into', 'natural', 'groupings', 'decided', 'before', 'inspection', 'of', 'the', 'results', 'and', 'agreed', 'with', 'clinical', 'experts:']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['1.', 'more', 'supported', '(six', 'or', 'more', 'contacts,', 'or', '6', 'or', 'more', 'weeks', 'in', 'duration),']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2.', 'less', 'supported', '(fewer', 'than', 'six', 'contacts', 'or', 'fewer', 'than', '6', 'weeks', 'in', 'duration).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Meta-analyses', 'were', 'performed', 'using', 'a', 'random', 'effects', 'model', 'where', 'studies', 'were', 'judged', 'appropriately', 'homogeneous.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Heterogeneity', 'was', 'assessed', 'using', 'the', 'I', '2', 'statistic.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'continuous', 'data', 'were', 'presented', 'using', 'a', 'mean', 'difference', 'with', '95%', 'confidence', 'intervals', '(CIs)', 'and', 'time', 'to', 'event', 'outcomes', 'were', 'presented', 'as', 'hazard', 'ratios', '(HRs)', 'to', 'account', 'for', 'varying', 'lengths', 'of', 'follow-up.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Follow-up', 'time', 'was', 'converted', 'to', 'weeks.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'results', 'of', 'the', 'St', ""George's"", 'Respiratory', 'Questionnaire', '(SGRQ)', 'were', 'multiplied', 'by', '-1', 'so', 'that', 'positive', 'differences', 'equated', 'to', 'improved', 'HRQoL.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Where', 'HRs', 'were', 'not', 'reported,', 'methods', 'by', 'Parmar', 'et', 'al', '18', 'and', 'Perneger', '19', 'were', 'used.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Rates', 'of', 'admissions', 'and', 'ED', 'visits', '(ie,', 'where', 'patients', 'could', 'have', 'multiple', 'events)', 'were', 'calculated', 'under', 'the', 'assumption', 'that', 'all', 'patients', 'in', 'both', 'arms', 'were', 'followed', 'up', 'for', 'the', 'duration', 'of', 'the', 'study', 'and', 'that', 'the', 'rates', 'were', 'constant', 'over', 'time.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['All', 'data', 'analyses', 'were', 'undertaken', 'using', 'STATA', '12', '(StataCorp', 'LP,', 'College', 'Station,', 'TX,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
