tokens,labels
"['Genomic', 'DNA', 'of', 'the', 'strain', 'KNU-3', 'was', 'extracted', 'using', 'the', 'DNeasy', 'Plant', 'Mini', 'Kit', '(Qiagen,', 'Hilden,', 'Germany)', 'following', 'the', ""manufacturer's"", 'instructions.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ITS', 'regions,', 'including', 'the', '5.8S,', 'were', 'amplified', 'with', 'the', 'primers', 'ITS1', 'and', 'ITS4', '[16].']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'amplified', 'PCR', 'product', '(619', 'bp)', 'was', 'purified', 'using', 'a', 'QIAquick', 'PCR', 'Purification', 'Kit', '(Qiagen,', 'Valencia,', 'CA,', 'USA)', 'following', 'the', ""manufacturer's"", 'recommendations.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'PCR', 'product', 'was', 'sequenced', 'with', 'an', 'ABI', 'Prism', '3730', 'DNA', 'Analyzer', '(Applied', 'Biosystems,', 'Foster', 'City,', 'CA,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sequence', 'was', 'compared', 'with', 'reference', 'ITS1~ITS4', 'rDNA', 'sequences', 'in', 'GenBank', 'using', 'BLAST', 'analysis', '(http://', 'www.ncbi.nlm.nih.gob/blast).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O']"
"['The', 'nucleotide', 'sequence', 'reported', 'here', 'has', 'been', 'deposited', 'at', 'NCBI-GenBank', '(accession', 'No.', 'KJ921605).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sequences', 'of', 'closely', 'related', 'strains', 'were', 'aligned', 'using', 'MultAlin', 'program.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O']"
"['Phylogenetic', 'analysis', 'was', 'carried', 'out', 'by', 'the', 'neighbor-joining', 'method', 'using', 'MEGA', 'software', '[17]', 'with', 'the', 'Kimura', '2-parameter', 'model.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'robustness', 'of', 'the', 'tree', 'was', 'evaluated', 'by', '1,000', 'bootstrap', 'replications.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Statistical', 'analysis.']","['O', 'O']"
"['Data', 'were', 'subjected', 'to', 'an', 'analysis', 'of', 'variance', '(ANOVA)', 'and', 'means', 'were', 'compared', 'using', ""Tukey's"", 'test', 'at', 'p', '<', '0.05.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Statistical', 'analyses', 'were', 'performed', 'using', 'SigmaPlot', '(Systat', 'Software', 'Inc.,', 'San', 'Jose,', 'CA,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ITS', 'sequence', 'of', 'the', 'P.', 'menonorum', 'KNU-3', 'isolate', 'was', '100%', 'identical', 'to', 'the', 'culture', 'collection', 'NRRL:', '50410', 'of', 'P.', 'menonorum', 'S.', 'W.', 'Peterson', 'sp.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['nov', '(GenBank', 'accession', 'No.', 'HQ646591).']","['O', 'O', 'O', 'O', 'O']"
"['The', 'phylogenetic', 'analysis', 'of', 'KNU-3', 'was', 'carried', 'out', 'by', 'distance', 'tree', 'construction.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ITS1', 'sequence', 'of', 'KNU-3', 'was', 'aligned', 'with', 'sequences', 'of', 'available', 'P.', 'menonorum', 'strains', 'and', 'its', 'nearest', 'species', 'through', 'the', 'BLAST', 'sequence', 'using', 'MultAlin', 'program', 'and', 'a', 'neighbor-joining', 'tree', 'was', 'constructed', 'from', 'the', 'aligned', 'sequences.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'phylogenetic', 'analysis', 'revealed', 'that', 'the', 'isolate', 'was', 'grouped', 'with', 'a', 'reference', 'isolate', 'of', 'P.', 'menonorum', 'with', '99%', 'bootstrap', 'value', 'support', '(Fig.', '2),', 'and', 'was', 'distinct', 'from', 'other', 'Penicillium', 'spp.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[',', 'which', 'were', 'grouped', 'in', 'distinct', 'clades.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['These', 'results', 'indicate', 'that', 'the', 'isolate', 'KNU-3', 'is', 'closely', 'related', 'to', 'P.', 'menonorum.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Based', 'on', 'morphological', 'properties,', 'sequence', 'homology,', 'and', 'phylogenetic', 'analysis,', 'the', 'isolate', 'KNU-3', 'was', 'thus', 'identified', 'as', 'P.', 'menonorum.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['PGP', 'traits.']","['O', 'O']"
"['P.', 'menonorum', 'KNU-3', 'was', 'able', 'to', 'produce', 'siderophores', 'in', 'the', 'plate-based', 'assay', 'as', 'evidenced', 'by', 'the', 'formation', 'of', 'a', 'yellow', 'zone', 'on', 'the', 'CAS', 'agar', 'medium', 'plate', 'Supplementary', 'Fig.', '1A).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['While', 'the', 'fungal', 'isolate', 'produced', 'a', 'significant', 'amount', 'of', 'IAA', '(9.7', 'mg/L),', 'no', 'ACC', 'deaminase', 'activity', 'was', 'detected.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['As', 'shown', 'in', 'Table', '1,', 'P-solubilization', 'increased', 'from', 'day', '2', 'to', 'day', '6', 'with', 'a', 'value', 'ranging', 'from', '198', 'to', '408', 'mg/L', 'Supplementary', 'Fig.', '1B).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'pH', 'of', 'the', 'medium', 'decreased', 'up', 'to', '6', 'days', 'ranging', 'from', '6.2', 'to', '5.1', 'with', 'an', 'increase', 'of', 'soluble', 'P.', 'After', '5', 'days', 'of', 'incubation,', 'soluble', 'P', 'decreased', 'slowly', 'with', 'a', 'concomitant', 'slight', 'pH', 'increase', 'of', 'the', 'medium', '(Table', '1).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Numerous', 'microfungi', 'were', 'isolated', 'in', 'the', 'present', 'study', 'to', 'investigate', 'the', 'fungal', 'community', 'in', 'Jeongseon,', 'Gangwondo,', 'Korea.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Among', 'these', 'isolates,', 'one', 'Penicillium', 'sp.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['showed', 'definitive', 'similarity', 'matches', 'with', 'P.', 'menonorum.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'order', 'to', 'confirm', 'the', 'morphological', 'results,', 'molecular', 'identification', 'of', 'the', 'isolate', 'was', 'carried', 'out', 'based', 'on', 'ITS', 'sequence', 'analysis.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ITS', 'sequence', 'of', 'the', 'isolate', 'was', 'compared', 'to', 'the', 'GenBank', 'database', 'sequences', 'by', 'using', 'the', 'NCBI-BLAST', 'search', 'program,', 'and', 'it', 'was', 'found', 'to', 'be', 'identical', 'to', 'the', 'type', 'strain', 'NRRL:', '50410', 'of', 'P.', 'menonorum', 'S.W.', 'Peterson', 'sp.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['nov.'],['O']
"['In', 'addition,', 'the', 'phylogenetic', 'tree', 'revealed', 'that', 'the', 'isolate', 'was', 'grouped', 'in', 'a', 'distinct', 'clade', 'together', 'with', 'P.', 'menonorum', 'with', 'bootstrap', 'support', 'value', 'of', '100%', '(Fig.', '2).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Morphological', 'and', 'molecular', 'characteristics', 'of', 'the', 'isolate', 'were', 'in', 'agreement', 'with', 'the', 'description', 'by', 'Peterson', 'et', 'al.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['[15].'],['O']
"['P.', 'menonorum', 'S.W.', 'Peterson', 'sp.']","['O', 'O', 'O', 'O', 'O']"
"['nov.', 'is', 'a', 'phenotypically', 'and', 'genotypically', 'broadly', 'circumscribed', 'new', 'species', 'that', 'was', 'first', 'isolated', 'from', 'garden', 'soil', 'in', 'southern', 'California', 'by', 'Peterson', 'et', 'al.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['[15],', 'and', 'P.', 'menonorum', 'isolation', 'from', 'Panax', 'ginseng', 'has', 'been', 'reported', 'in', 'China', '[28].']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nevertheless,', 'to', 'our', 'knowledge,', 'this', 'study', 'presents', 'the', 'first', 'record', 'of', 'P.', 'menonorum', 'in', 'Korea.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Many', 'microbial-based', 'agricultural', 'techniques', 'have', 'been', 'developed', 'to', 'exploit', 'potential', 'mechanisms', 'for', 'the', 'enhancement', 'of', 'crop', 'production', 'in', 'different', 'soils.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Although', 'members', 'of', 'the', 'genus', 'Penicillium', 'are', 'common', 'opportunistic', 'pathogens', 'in', 'the', 'soil', 'environment,', 'some', 'Penicillium', 'strains', 'associated', 'with', 'the', 'different', 'plant', 'rhizospheres', 'are', 'able', 'to', 'solubilize', 'inorganic', 'insoluble', 'P', 'salts', 'and', 'promote', 'plant', 'growth', 'in', 'the', 'soil.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thus,', 'the', 'growth-promoting', 'capacity', 'of', 'P.', 'menonorum', 'KNU-3', 'was', 'evaluated', 'by', 'assaying', 'for', 'IAA', 'and', 'siderophore', 'production,', 'ACC', 'deaminase', 'activity,', 'and', 'P', 'solubilization.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
