tokens,labels
"['For', 'co-crystallization,', '1', 'mM', 'MAX', 'purified', 'protein', 'was', 'mixed', 'with', '0.5', 'mM', 'double-stranded', 'oligonucleotide', 'with', 'nine', 'different', 'DNAs', '(Supplementary', 'Figure', 'S2).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'best', 'diffracting', 'crystal', 'used', 'for', 'data', 'collection', 'was', 'obtained', 'from', '5', '-AGTAGCAXGTGCTACT-3', '(where', 'X', '=', '5caC)', '(synthesized', 'by', 'New', 'England', 'Biolabs).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Crystals', 'appeared', 'within', '1-day', 'under', 'the', 'conditions', 'of', '0.1', 'M', 'sodium', 'citratecitric', 'acid', 'at', 'pH', '5.5,', '20%', '(w/v)', 'polyethylene', 'glycol', '3000.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Crystals', 'were', 'cryoprotected', 'by', 'soaking', 'in', 'mother', 'liquor', 'supplemented', 'with', '30%', 'ethylene', 'glycol.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['X-ray', 'diffraction', 'datasets', 'were', 'collected', 'at', 'the', 'SER-CAT', 'beamline', '(22ID-D)', 'at', 'the', 'Advanced', 'Photon', 'Source,', 'Argonne', 'National', 'Laboratory', 'and', 'processed', 'using', 'XDS', '(40).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O']"
"['The', 'structure', 'was', 'solved', 'by', 'molecular', 'replacement', 'by', 'PHENIX', '(41,42)', 'using', 'the', 'Max-DNA', 'complex', 'structure', '(PDB', '1AN2', '(43))', 'as', 'a', 'search', 'model.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['PHENIX', 'refinement', 'scripts', 'were', 'used', 'for', 'refinement,', 'and', 'the', 'statistics', 'shown', 'in', 'Supplementary', 'Table', 'S1', 'were', 'calculated', 'for', 'the', 'entire', 'resolution', 'range.']","['B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'CoMMpass', '(Clinical', 'outcomes', 'in', 'Multiple', 'Myeloma', 'to', 'personal', 'assessment)', 'database', 'interim', 'analysis', 'IA9', 'was', 'interrogated', 'for', 'single', 'nucleotide', 'variants', '(SNVs)', 'and', 'structural', 'variants', 'in', 'the', 'MAX', 'locus', '(https://research.', 'themmrf.org).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['RNA-seq', 'data', 'and', 'overall', 'survival', 'data', 'were', 'extracted', 'for', 'those', 'patients', 'harboring', 'MAX', 'variants', 'and', 'compared', 'to', 'those', 'for', 'whom', 'MAX', 'status', 'could', 'be', 'definitively', 'called', 'but', 'whom', 'lacked', 'MAX', 'SNVs', '(wildtype).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Overall', 'survival', 'data', 'between', 'the', 'two', 'groups', 'were', 'compared', 'using', 'a', 'Log-rank', '(Mantel-Cox)', 'test', 'and', 'Hazard', 'Ratio', 'determined', 'using', 'the', 'Mantel-Haenszel', 'test', 'in', 'GraphPad', 'Prism', '6.0.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O']"
"['MYC', 'expression', 'levels', 'were', 'determined', 'from', 'RNAseq', 'data', 'that', 'was', 'processed', 'with', 'Cufflinks', 'by', 'the', 'CoMMpass', 'consortium', 'and', 'expressed', 'as', 'FPKM--fragments', 'per', 'kilobase', 'of', 'exon', 'per', 'million', 'reads', 'mapped.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'distributions', 'between', 'the', 'two', 'groups', 'were', 'compared', 'using', 'the', 'Mann-Whitney', 'U', 'test', 'implemented', 'inGraphPad', 'Prism', '6.0.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O']"
