tokens,labels
"['SVM', 'is', 'a', 'more', 'sophisticated', 'method;', 'it', 'is', 'a', 'very', 'efficient', 'learning', 'algorithm', 'for', 'high-dimensional', 'data', 'in', 'classification,', 'regression', 'and', 'pattern', 'recognition.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'basis', 'of', 'SVM', 'is', 'to', 'implicitly', 'map', 'data', 'to', 'a', 'higher', 'dimensional', 'space', 'via', 'a', 'kernel', 'function', 'in', 'order', 'to', 'identify', 'an', 'optimal', 'hyperplane', 'that', 'maximises', 'the', 'margin', 'between', 'the', 'two', 'groups.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['27', 'There', 'are', 'many', 'software', 'packages', 'available', 'to', 'implement', 'SVM.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'this', 'study,', 'we', 'use', 'thee1071-package', 'of', 'R', 'with', 'a', 'default', 'radial', 'basis', 'function', 'kernel', 'to', 'obtain', 'the', 'prediction', 'scores.']","['O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'I-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['28', 'CVs', 'of', 'the', 'prediction', 'models', 'In', 'our', 'simulation', 'study,', 'we', 'perform', 'a', 'total', 'of', '5000', 'simulations.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['In', 'each', 'simulation,', 'a', 'total', 'of', '100', 'random', 'partitions', 'are', 'performed', 'for', 'each', 'fold', 'CV', '(LOOCV,', '10-fold,', '5-fold,', '3-fold', 'and', '2-fold', 'CVs,', 'respectively).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['From', 'these,', 'we', 'use', 'the', 'previously', 'described', 'learning', 'curve', 'to', 'make', 'a', 'one-step', 'extrapolation', 'to', 'the', 'cross-validated', 'AUC', 'when', 'all', 'the', 'samples', 'are', 'utilised', 'to', 'train', 'the', 'model.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'a', 'comparison,', 'we', 'also', 'calculate', 'the', 'internally', 'validated', 'AUCs', 'of', 'the', 'LOO', 'bootstrap', 'in', 'each', 'simulation.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'is', 'a', 'modified', 'bootstrap', 'procedure', 'of', 'the', 'ordinary', 'bootstrap.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'draw', 'a', 'total', 'of', '100', 'resamplings.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At', 'each', 'draw,', 'the', 'observations', 'left', 'out', 'serve', 'as', 'the', 'testing', 'set.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
