tokens,labels
"['Through', 'analyses', 'of', 'the', 'time-resolved', 'intensity', 'of', 'the', 'SMS', 'spectra,', 'hyperfine', 'parameters,', 'including', 'hyperfine', 'magnetic', 'fields,', 'containing', 'structural', 'and', 'electronic', 'information', 'of', 'the', 'resonating', 'nucleus', 'can', 'be', 'derived.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'high', 'resolution', '(DE/E', ',', '1*10', '27)', 'of', 'the', 'SMS', 'technique', 'enables', 'us', 'to', 'detect', 'the', 'AFM', 'to', 'PM', 'phase', 'transition', 'of', 'SrFe', '2', 'As', '2', 'at', 'high', 'pressures.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spectra', 'were', 'fitted', 'using', 'the', 'CONUSS', 'program', '35', 'to', 'derive', 'hyperfine', 'parameters', 'including', 'hyperfine', 'magnetic', 'fields', 'of', 'the', 'Fe', 'ions.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Angle-dispersive', 'XRD', 'measurements', 'were', 'performed', 'on', 'powder', 'samples', 'at', 'the', '16-IDB', 'beamline', 'of', 'the', 'APS,', 'ANL.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'powder', 'samples', 'were', 'gently', 'ground', 'from', 'the', 'same', 'batch', 'of', 'the', '57', 'Fe-enriched', 'single', 'crystals', 'used', 'for', 'SMS', 'experiments', 'and', 'loaded', 'into', 'the', 'same', 'symmetric', 'DAC', 'using', 'Ne', 'pressure', 'medium', 'and', 'ruby', 'pressure', 'calibrate.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['XRD', 'measurements', 'of', 'the', 'starting', 'sample', 'showed', 'consistent', 'lattice', 'parameters', 'to', 'the', 'single', 'crystals.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['To', 'avoid', 'systematic', 'errors,', 'care', 'was', 'taken', 'to', 'ensure', 'that', 'experimental', 'conditions', 'between', 'SMS', 'and', 'XRD', 'experiments', 'were', 'consistent:', 'the', 'same', 'cryostat', 'with', 'the', 'same', 'temperature', 'thermocouples', 'and', 'membrane', 'controller', 'were', 'used', 'in', 'both', 'experiments.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Two', 'types', 'of', 'XRD', 'experiments', 'were', 'conducted:', 'decreasing', 'temperatures', 'at', 'a', 'constant', 'pressure', 'with', 'an', 'x-ray', 'wavelength', 'of', '0.4072', 'Å', ';', 'increasing', 'pressures', 'at', 'a', 'constant', 'temperature', 'of', '50', 'K', 'or', '13', 'K', 'with', 'an', 'x-ray', 'wavelength', 'of', '0.3737', 'Å', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Diffraction', 'patterns', 'were', 'collected', 'by', 'a', 'MAR345', 'detector', 'and', 'processed', 'using', 'the', 'FIT2D', 'software.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O']"
"['Rietveld', 'refinements', 'of', 'the', 'patterns', 'were', 'performed', 'using', 'the', 'GSAS', 'package', '36.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O']"
