tokens,labels
"['A', 'collection', 'of', '248', 'B.', 'napus', 'accessions', 'was', 'used', 'for', 'association', 'mapping', '(see', 'Supplementary', 'Table', 'S1', '2008', 'and', '2009,', 'respectively).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Under', 'these', 'growth', 'conditions,', 'in', 'central', 'China', 'both', 'semi-winter', 'and', 'winter', 'types', 'are', 'generally', 'sufficiently', 'vernalized', 'to', 'flower', 'after', 'winter.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Spring', 'type', 'accessions', 'grown', 'under', 'these', 'conditions', 'do', 'not', 'usually', 'start', 'flowering', 'before', 'the', 'onset', 'of', 'winter.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['During', 'the', 'winter', 'months,', 'plant', 'growth', 'slows', 'down', 'or', 'comes', 'to', 'a', 'halt,', 'but', 'the', 'relatively', 'mild', 'winter', 'temperatures', 'at', 'the', 'chosen', 'location', 'in', 'central', 'China', 'generally', 'allows', 'the', 'spring', 'types', 'to', 'survive', 'as', 'well.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Flowering', 'time', 'in', 'both', 'field', 'trials', 'was', 'recorded', 'as', 'the', 'days', 'from', 'sowing', 'to', 'the', 'date', 'when', 'the', 'first', 'flower', 'had', 'opened', 'on', 'half', 'of', 'the', 'plants', 'of', 'an', 'accession.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Furthermore,', 'accessions', 'were', 'classified', 'as', 'spring,', 'semi-winter', 'or', 'winter', 'types', 'according', 'to', 'the', 'annotation', 'of', 'the', 'original', 'cultivars', '(Chinese', 'Crop', 'Germplasm', 'Information', 'System', '(CGRIS),', 'http://icgr.caas.net.cn/cgris_english.html)', 'or', 'their', 'general', 'performance', 'in', 'the', 'field', '(see', 'Supplementary', 'Table', 'S', '(Sambrook', 'et', 'al.,', '1989).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['DNA', 'of', 'positive', 'BAC', 'clones', 'was', 'extracted', 'using', 'the', 'NucleoBondÒ', 'PC', '500', 'plasmid', 'DNA', 'purification', 'kit', '(Macherey', '&', 'Nagel', 'GmbH', '&', 'Co.', 'KG,', 'Dü', 'ren,', 'Germany).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sequence', 'identity', 'or', 'homology', 'to', 'the', 'probe', 'fragment', 'was', 'confirmed', 'by', 'PCR', 'amplification', 'and', 'sequencing', 'of', 'BAC', 'DNA', 'using', 'primer', 'pair', 'A102-A103.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'BAC', 'clones', 'were', 'grouped', 'into', 'three', 'sequence', 'groups', 'according', 'to', 'a', 'multiple', 'sequence', 'alignment', 'using', 'the', 'AlignX', 'module', 'of', 'the', 'Vector', 'NTI', 'software', 'package', '(Invitrogen', 'Corporation,', 'Carlsbad,', 'USA).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'I-Application_Mention', 'I-Application_Mention', 'O', 'O', 'O', 'O']"
"['To', 'identify', 'the', 'full-length', 'genomic', 'sequences,', 'one', 'BAC', 'of', 'each', 'group', 'was', 'selected', 'for', 'primer', 'walking', 'using', 'primers', 'A127,', 'A133,', 'A201,', 'A248,', 'A249,', 'A250,', 'A260,', 'A261,', 'A262,', 'A372,', 'and', 'A378', '(see', 'Supplementary', 'Table', 'S2', 'at', 'JXB', 'online).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'genes', 'were', 'annotated', 'using', 'pairwise', 'sequence', 'alignments', '(BLAST2', 'http://www.ncbi.nlm.nih.gov)', 'with', 'FRI', 'and', 'the', 'FGE-', 'NESH+', 'and', 'FGENESH_C', 'gene', 'prediction', 'programs', '(http://', 'linux1.softberry.com/berry.phtml).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'I-Application_Mention', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O']"
"['Orthology', 'was', 'inferred', 'by', 'bidirectional', 'best', 'hit', 'analysis', '(Overbeek', 'et', 'al.,', '1999)', 'using', 'the', 'B.', 'napus', 'genes', 'as', 'queries', 'for', 'BLASTX', 'searches', 'against', 'the', 'A.', 'thaliana', 'protein', 'database', 'at', 'TAIR', '(http://www.', 'arabidopsis.org).']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Application_Mention', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Following', 'the', 'nomenclature', 'for', 'Brassica', 'genes', '(Ostergaard', 'and', 'King,', '2008),', 'the', 'three', 'FRI', 'homologues', 'were', 'designated', 'as', 'BnaA.FRI.a,', 'BnaX.FRI.b,', 'and', 'BnaX.FRI.c.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['SNP', 'detection', 'and', 'inference', 'of', 'haplotypes', 'in', 'a', 'collection', 'of', 'B.', 'napus', 'accessions', 'According', 'to', 'the', 'flowering', 'time', 'data', 'of', '248', 'accessions', 'from', 'two', 'growth', 'seasons', '(see', 'Supplementary', 'Table', 'S1', 'at', 'JXB', 'online),', 'a', 'subset', 'of', '95', 'accessions', 'including', 'similar', 'numbers', 'of', 'early,', 'intermediate,', 'and', 'late', 'flowering', 'accessions', 'were', 'selected', 'for', 'a', 'first', 'genotypic', 'analysis.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'BnaA.FRI.a-specific', 'primer', 'combinations', 'N036-A385', 'and', 'N053-N020', 'were', 'used', 'to', 'genotype', 'these', 'accessions', 'by', 'PCR', 'amplification', 'and', 'sequencing.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Two', 'primers', '(N018', 'and', 'A385)', 'were', 'used', 'for', 'sequencing', 'the', 'N036-A385', 'PCR', 'products,', 'and', 'three', 'primers', '(N020,', 'N054,', 'and', 'N057)', 'were', 'used', 'for', 'sequencing', 'the', 'N053-N020', 'products.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
