tokens,labels
"['Pharmacological', 'groups', 'were', 'selected', 'by', 'using', 'the', 'following', 'procedure:']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['1.', 'All', '89', 'Anatomical', 'Therapeutic', 'Chemical', '(ATC)', 'second', 'level', 'groups', 'with', 'drugs', 'available', 'on', 'the', 'Swedish', 'market', '17', '18', 'were', 'identified.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2.', 'In', 'large', 'ATC', 'groups', 'and', 'ATC', 'groups', 'with', 'drugs', 'used', 'for', 'multiple', 'heterogeneous', 'indications,', 'that', 'is,', 'cardiac', 'therapy', '(C01),', 'agents', 'acting', 'on', 'the', 'reninangiotensin', 'system', '(C09),', 'sex', 'hormones', '(G03),', 'urologicals', '(G04),', 'analgesics', '(N02),', 'psycholeptics', '(N05),', 'psychoanaleptics', '(N06),', 'ophthalmologicals', '(S01),', 'a', 'subdivision', 'was', 'done', 'to', 'the', 'ATC', 'third', 'or', 'fourth', 'level', 'to', 'attain', 'a', 'more', 'clinically', 'relevant', 'description', 'of', 'the', 'utilisation.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['3.', 'ATC', 'groups', 'with', 'less', 'than', '75%', 'of', 'the', 'total', 'sales', 'volume', 'in', 'the', 'country', 'purchased', 'on', 'prescription', 'were', 'excluded', 'since', 'sex', 'distribution', 'was', 'not', 'possible', 'to', 'collect', 'for', 'those', 'purchased', 'over-the-counter', 'or', 'used', 'in', 'inpatient', 'care.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Volume', 'was', 'measured', 'in', 'the', 'technical', 'unit', 'numbers', 'of', 'Defined', 'Daily', 'Doses', '(DDDs),', 'except', 'for', 'eight', 'pharmacological', 'groups', 'for', 'which', 'there', 'were', 'no', 'DDDs', 'assigned.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['18', 'For', 'these', 'groups,', 'packages', 'were', 'used', 'as', 'a', 'volume', 'measure.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Calculations', 'of', 'the', 'proportion', 'of', 'the', 'total', 'volume', 'dispensed', 'as', 'prescriptions', 'in', 'ambulatory', 'care', 'were', 'based', 'on', 'aggregated', 'volume', 'data', 'from', 'all', 'Swedish', 'pharmacies.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['4.', 'For', 'the', 'identified', 'ATC', 'groups', 'at', 'various', 'hierarchical', 'levels,', 'groups', 'that', 'were', 'dispensed', 'to', 'less', 'than', '1%', 'of', 'the', 'total', 'Swedish', 'population', 'or', 'to', 'less', 'than', '0.4%', 'of', 'men', 'or', 'women,', 'respectively,', 'were', 'excluded', 'to', 'avoid', 'random', 'variation', 'due', 'to', 'small', 'numbers.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Crude', 'and', 'age-adjusted', 'values', 'were', 'calculated.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Age', 'standardisation', 'was', 'performed', 'by', 'direct', 'standardisation,', 'where', 'the', 'Swedish', 'population', 'on', '31', 'December', '2009', '(4', '649', '014', 'men', 'and', '4', '691', '668', 'women', '19)', 'was', 'used', 'as', 'the', 'standard', 'population.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
